Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
మ్యాచ్‌ హాఫ్‌ టైమ్‌ ముగుస్తుందన్న రెండు నిమిషాల ముందు మన్దీప్‌ సింగ్‌ గోల్‌ చేసి భారత్‌కు ఆధిక్యాన్ని అందించాడు.,pos,happy,no,no
మూడో క్వార్టర్‌లో కొరియాకు మూడు పెనాల్టీలు లభించినా భారత డిఫెన్స్‌ను దాటి గోల్‌ చేయలేకపోయింది.,neg,sad,no,no
భారత్‌ 1-0తో ఆధిక్యంలో ఉండగా ఇక 8 నిమిషాల్లో ఆట ముగుస్తుందనగా వర్షం కారణంగా నిలిచిపోయింది.,neg,sad,no,no
"ఆట తిరిగి ప్రారంభం కాగా, మ్యాచ్‌ ఆఖరి నిమిషంలో కొరియాకు లభించిన పెనాల్టీని సద్వినియోగం చేసుకుని గోల్‌ సాధించింది.",pos,happy,no,no
తొలి మ్యాచ్‌లో భారత్‌ జపాన్‌ను ఓడించిన విషయం తెలిసిందే.,neg,sad,no,no
"ఇప్పటికే స్లో ఓవర్‌రేట్‌ కారణంగా రోహిత్‌, కోహ్లి, రహానే, అశ్విన్‌లకు 12 లక్షల జరిమాన పడిన విషయం తెలిసిందే.",neg,sad,no,no
సైనా ఔట్‌ .,neg,sad,no,no
బర్మింగ్‌హామ్‌ : ఆల్‌ ఇంగ్లండ్‌ బ్యాడ్మింటన్‌ చాంపియన్‌షిప్‌లో సైనా కథ ముగిసింది.,neg,sad,no,no
"మహిళల సింగిల్స్‌ క్వార్టర్‌ ఫైనల్లో సైనా ప్రపంచ నెంబర్‌వన్‌ తైజూ యింగ్‌ చేతిలో 21-15, 21-19 తేడాతో వరుస సెట్లలో ఓడి టోర్నీ నుంచి నిష్క్రమించింది.",neg,sad,no,no
తైజూ చేతిలో నైనాకు ఇది వరుసగా 13వ ఓటమి.,neg,sad,no,no
గట్టి పోటీ ఇచ్చినా తైజూ చురుకైనా ఆట ముందు సైనా నిలువలేకపోయింది.,neg,sad,no,no
కానీ తైజూ తన తికమక పెట్టే ఆటతీరుతో గేమ్‌ను 21-15తో గెలుచుకుంది.,pos,happy,no,no
చివరి వరకూ పోరాడినా 21-19 తేడాతో ఓటమిపాలై వెనుతిరిగింది.,neg,sad,no,no
"ఈ మ్యాచ్‌లో స్పోర్టింగ్‌ క్రికెట్‌ క్లబ్‌ తరపున బరిలోకి దిగిన కేవీ హరిక_x005F_x007f_ష్ణన్‌ 78 బంతుల్లో 22 ఫోర్లు, 14 సిక్సర్ల సాయంతో 208 పరుగులతో నాటౌట్‌గా నిలిచి సరికొత్త రికార్డు స_x005F_x007f_ష్టించాడు.",pos,happy,no,no
అనంతరం లక్ష్య చేధనకు దిగిన ప్రత్యర్థి జట్టు 17 ఓవర్లలోనే ఛేదించి విజయం సాధించడం విశేషం.,pos,happy,no,no
"మ్యాన్‌ ఆఫ్‌ ది మ్యాచ్‌ హరిక_x005F_x007f_ష్ణన్‌,ఆషిర్‌ (82 నాటౌట్‌), రవూఫ్‌ (43 నాటౌట్‌) రాణించారు.",pos,happy,no,no
రికార్డు విజయం.,pos,happy,no,no
ఢాకా: వెస్టిండీస్‌ జట్టుకు మరో ఎదురు దెబ్బ.,neg,sad,no,no
"భారత పర్యటనను ముగించి, బంగ్లాదేశ్‌లో మ్యాచ్‌లు ఆడేందుకు వెళ్లిన కరేబియన్లు అక్కడా పరాజయం పాలైయ్యారు.",neg,sad,no,no
"బ్యాటింగ్‌, బౌలింగ్‌లో పేలవంగా కనిపించిన కరీబియన్‌ జట్టును వరుసగా రెండు టెస్టు ల్లోనూ చిత్తుగా ఓడించిన ఆతిథ్య బంగ్లా దేశ్‌ 2-0తో టెస్టు సిరీస్‌ని కైవసం చేసుకుంది.",neg,sad,no,no
184 పరుగుల తేడాతో భారీ విజయ.,pos,happy,no,no
ఢాకా వేదికగా 3 రోజుల్లోనే ముగిసిన రెండో టెస్టులో అన్ని విభాగాల్లోనూ సత్తాచాటిన బంగ్లాదేశ్‌ ఏకంగా ఇన్నింగ్స్‌ 184 పరుగుల భారీ తేడాతో ఘన విజయాన్ని అందుకోగలిగింది.,pos,happy,no,no
సెంచరీ చేసిన మహ్మదుల్ల.,pos,happy,no,no
అనంతరం మొదటి ఇన్నింగ్స్‌ ఆరంభించిన వెస్టిండీస్‌ జట్టు బంగ్లా స్పిన్నర్‌ మెహిదీ హసన్‌ (7/58) ధాటికి 36:4 ఓవర్లలోనే 111 పరుగులకి కుప్పకూలిపోయింది.,neg,sad,no,no
రెండో ఇన్నింగ్స్‌లోనూ తేలిపోయారు.,neg,sad,no,no
మనీష్‌ మెరుపులు.,pos,happy,no,no
"మొదట్లోనే,టాస్‌ ఓడి బ్యాటింగ్‌కు దిగిన సన్‌రైజర్స్‌కు శుభారంభం దక్కలేదు.",neg,sad,no,no
"మొదటి ఓవర్‌ ఆచితూచి ఆడిన ఈ జంట, రెండో ఓవర్‌లో కాస్త తేరుకుని వార్నర్‌ ఎదురుదాడి మొదలుపెట్టాడు.",neg,angry,no,no
ఈక్రమంలోనే హర్భజన్‌ బౌలింగ్‌లో బెయిర్‌స్టో (0) ధోనీకి క్యాచ్‌ ఇచ్చి వెనుదిరిగాడు.,neg,sad,no,no
"మరో ఎండ్‌లో ఉన్న వార్నర్‌ అటు తరువాత నుంచి ఫోర్లు, సిక్సర్లతో చెన్నై బౌలర్లపై విరుచుకుపడ్డాడు.",pos,happy,no,no
దూకుడు మీద ఆడుతున్న ఈ జంటను ఎట్టకేలకు మళ్లీ భజ్జీనే విడదీశాడు.,neg,sad,no,no
"ఓ అద్భుతమైన బంతికి వార్నర్‌ (57, 45 బంతులు, 3×4, 2×6) వికెట్ల ముందు దొరికిపోయాడు.",pos,sad,no,no
అయితే వార్నర్‌ ఔటవడంతో స్కోరు వేగం మందగించింది.,neg,sad,no,no
గాయం కారణంగా ప్రపంచకప్‌కు దూరమైన ధావన్‌ ఇంగ్లండ్‌లోనే ఉండి టీమ్‌ మేనేజ్‌మెంట్‌ ఆధ్వర్యంలో చికిత్స తీసుకోనున్నాడు.,neg,sad,no,no
ధావన్‌ గాయంపై వారం రోజుల్లో బీసీసీఐ నిర్ణయానికి రానుంది.,neg,sad,no,no
