Sentence,Sentiment,Emotion,Hate-Speech,Sarcasm
"స్కోరును పెంచే క్రమంలో కెప్టెన్‌ కార్తీక్‌ (19) కూడా బౌండరీ లైన్‌ దగ్గర చాహల్‌కు దొరికిపోయాడు.
",neg,no,no,no
"చివర్లో ఆండ్రూ రస్సెల్‌ కేకేఆర్‌ బౌలర్లపై విరుచుకుపడ్డాడు.
",pos,angry,no,no
"సిక్స్‌ర్ల వర్షంతో కోల్‌కతా బౌలర్లను చీల్చిచెండాడు.
",pos,no,no,yes
"జట్టును విజయతీరాలకు చేర్చారు.
",pos,no,no,no
"ఆయా జట్ల తరపున 19 మంది బోట్‌ రేసర్లు బరిలో దిగనున్నారు.
",pos,no,no,no
"బోట్‌ రేసింగ్‌ సందర్భంగా ప్రమాదం జరిగితే వెంటనే మణిపాల్‌ హాస్పిటల్‌కు తరలించేందుకు వీలుగా ప్రకాశం బ్యారేజీ మీదుగా గ్రీన్‌ చానల్‌ ఏర్పాటు చేస్తామన్నారు.
",neg,sad,no,no
"గజియాబాద్‌: క్రికెట్‌ లెజెండ్‌, భారత రత్న సచిన్‌ టెండూల్కర్‌ ఎయిర్‌ ఫోర్స్‌ డే పురస్కరించు కొని గజియాబాద్‌లోని హిన్‌ డన్‌ ఎయిర్‌ ఫోర్స్‌ స్టేషన్‌లో జరిగిన ఎయిర్‌ పెరేడ్‌కు హాజరయ్యాడు.
",pos,no,no,no
"ఇండియన్‌ ఎయిర్‌ ఫోర్స్‌ 86వ వార్షకోత్సవం సందర్భంగా జరిగిన ఎయిర్‌ పెరేడ్‌కు సచిన్‌ గ్రూప్‌ కెప్టెన్‌ హోదాలో హాజరయ్యాడని ఇండియన్‌ ఎయిర్‌ ఫోర్స్‌ ఒక ప్రకటనలో తెలిపింది.
",pos,no,no,no
"పెరేడ్‌ అనంతరం ఎయిర్‌ షోలో యుద్ధ విమా నాలు విన్యాసాలు జరుగుతాయనీ, విమానాలు తీసుకెళ్లే ఆయుధాలు, రాడార్‌ సిస్టమ్‌ వంటి వాటిని ప్రేక్షకులు వీక్షించవచ్చని తెలిపింది.
",pos,no,no,no
"ఇంగ్లండ్‌ కెప్టెన్‌కు గాయం.
",neg,sad,no,no
"సౌథాంప్టన్‌: ప్రపంచకప్‌ ముందు ఇంగ్లండ్‌ కెప్టెన్‌ ఇయాన్‌ మోర్గాన్‌ గాయంబారిన పడ్డాడు.
",neg,sad,no,no
"శుక్రవారం ఉదయం ప్రాక్టీస్‌ చేస్తుండగా అతడి చేతివేలికి గాయమైందని ఇంగ్లండ్‌ క్రికెట్‌ బోర్డు తెలిపింది.
",neg,sad,no,no
"మెగా టోర్నీ ఆరంభానికి ముందు శనివారం ఆస్ట్రేలియాతో ఆ జట్టు వార్మప్‌ మ్యాచ్‌ ఆడాల్సి ఉంది.
",pos,no,no,no
"ఈ నేపథ్యంలో శుక్రవారం ఉదయం సహచర ఆటగాళ్లతో కలిసి సౌథాంప్టన్‌ మైదానంలో ప్రాక్టీస్‌ చేస్తుండగా క్యాచ్‌లు పట్టాడు.
",pos,no,no,no
"ఈ క్రమంలో అతడి ఎడమ చేతి చూపుడు వేలికి గాయమైందని, ప్రాక్టీస్‌ అనంతరం అతడిని ఆస్పత్రికి తీసుకెళ్లామని ఓ అధికారి తెలిపారు.
",neg,sad,no,no
"ఇదిలా ఉండగా మోర్గాన్‌ కెప్టెన్సీలో వన్డే ర్యాంకింగ్స్‌లో తొలిస్థానంలో నిలిచిన ఆ జట్టు ఈ ప్రపంచకప్‌లో ఫేవరెట్‌ జట్టుగా మారింది.
",pos,no,no,no
"అయితే బలమైన బ్యాటింగ్‌ లైనప్‌ కలిగిన ఆ జట్టులో మోర్గాన్‌ కీలక ఆటగాడు.
",pos,no,no,no
"ఈ నేపథ్యంలో ఇంగ్లండ్‌ మే 30న దక్షిణాఫ్రికాతో తొలి మ్యాచ్‌ ఆడనుంది.
",pos,no,no,no
"ముంబై : ప్రపంచకప్‌ ముందు సన్నాహకంగా భావించిన ఆస్ట్రేలియా సిరీస్‌లో కీపర్‌గానూ, బ్యాటింగ్‌లోనూ విఫలమైన రిషబ్‌పంత్‌కు అభిమానుల నుంచి వ్యతిరేకత ఎదురైన విషయం తెలిసిందే.
",neg,no,no,no
"అయితే ఆసీస్‌ మాజీ కెప్టెన్‌ రికీ పాంటింగ్‌ పంత్‌కు మద్దతుగా నిలిచాడు.
",pos,no,no,no
"ధోనీకి పంతే అసలైన వారసుడని తెలిపాడు.
",pos,no,no,no
"ప్రపంచకప్‌ జట్టులో రెండో వికెట్‌కీపర్‌గా అతడిని మించి మరొకరు ఉంటారని నేను అనుకోవడం లేదు.
",neg,no,no,no
"ధోనీ తరువాత ఆ బాధ్యతలను నిర్వహించ గలిగేది పంత్‌ మాత్రమే.
",pos,no,no,no
"అతడు ఆఖరి రెండు మ్యాచుల్లోనే విఫలమైయ్యాడు.
",neg,sad,no,no
"సిరీస్‌ అంతా అలాంటి ఒత్తిడిలో ఆడడం కష్టం.
",neg,no,no,no
"గత ఏడాది ఇక్కడ రాణించాడు.
",pos,no,no,no
"ఇప్పుడు అదే జరుగుతుందని ఆశిస్తున్నాను’ అని అన్నారు.
",pos,no,no,no
"మేం స్నేహితులం.
",pos,happy,no,no
"హర్భజన్‌తో తనకు మంచి సాన్నిహిత్యం ఏర్పడుతుందని తాను ఏనాడు ఊహించనే లేదని తాజాగా పేర్కొన్నాడు.
",pos,no,no,no
"‘కేవలం ఐపీఎల్‌ కారణంగా భజ్జీతో స్నేహం ఏర్పడింది, అది తమ మధ్య స్నేహ బంధాన్ని మరింత పెంచింది.
",pos,happy,no,no
"దేశాల మధ్య విదేశీ ఆటగాళ్ల మధ్య ఒక ఆహ్లాదకరమైన వాతావరణం ఏర్పడటానికి ఐపీఎల్‌ చక్కని వేదికగా మారిందనడంలో ఎటువంటి సందేహం లేదని రికీ పాంటింగ్‌ స్పష్టం చేశాడు.
",pos,happy,no,no
"2008లో ఆసీస్‌-భారత జట్ల మధ్య జరిగిన సిరీస్‌ సందర్భంగా చోటు చేసుకున్న మంకీ గేట్‌ వివాదం ఇరు దేశాల క్రికెటర్ల మధ్య విభేదాలకు దారి తీసిన విషయం తెలిసిందే.
",neg,no,no,no
